mol_id,melting_point,n_atoms
mol_011227,336.15,22
mol_011228,336.15,32
mol_011229,336.15,34
mol_011230,336.15,36
mol_011231,336.15,40
mol_011232,336.15,44
mol_011233,336.15,33
mol_011234,336.15,37
mol_011235,336.15,44
mol_011236,336.15,22
mol_011237,336.15,41
mol_011238,336.15,33
mol_011239,336.15,36
mol_011240,336.15,37
mol_011241,336.15,28
mol_011242,336.15,30
mol_011243,336.15,30
mol_011244,336.15,42
mol_011245,336.15,30
mol_011246,336.15,27
mol_011247,336.15,26
mol_011248,336.15,33
mol_011249,336.15,31
mol_011250,336.15,26
mol_011251,336.15,39
mol_011252,336.15,46
mol_011253,336.15,40
mol_011254,336.15,21
mol_011255,336.15,50
mol_011256,336.15,17
mol_011257,336.15,19
mol_011258,336.15,19
mol_011259,336.15,15
mol_011260,336.15,33
mol_011261,336.15,37
mol_011262,335.9,29
mol_011263,335.9,32
mol_011264,335.9,32
mol_011265,335.9,36
mol_011266,335.65,21
mol_011267,335.65,18
mol_011268,335.65,25
mol_011269,335.65,18
mol_011270,335.65,32
mol_011271,335.65,38
mol_011272,335.65,30
mol_011273,335.65,27
mol_011274,335.65,29
mol_011275,335.65,32
mol_011276,335.65,18
mol_011277,335.65,24
mol_011278,335.65,23
mol_011279,335.65,25
mol_011280,335.65,28
mol_011281,335.65,25
mol_011282,335.65,18
mol_011283,335.65,28
mol_011284,335.65,34
mol_011285,335.65,33
mol_011286,335.65,26
mol_011287,335.65,20
mol_011288,335.65,32
mol_011289,335.65,35
mol_011290,335.65,15
mol_011291,335.65,27
mol_011292,335.65,32
mol_011293,335.65,31
mol_011294,335.65,31
mol_011295,335.65,37
mol_011296,335.65,26
mol_011297,335.65,34
mol_011298,335.65,15
mol_011299,335.65,27
mol_011300,335.65,35
mol_011301,335.65,30
mol_011302,335.65,38
mol_011303,335.65,31
mol_011304,335.65,39
mol_011305,335.65,31
mol_011306,335.65,20
mol_011307,335.65,34
mol_011308,335.65,26
mol_011309,335.65,34
mol_011310,335.65,48
mol_011311,335.65,34
mol_011312,335.65,27
mol_011313,335.65,27
mol_011314,335.65,43
mol_011315,335.65,39
mol_011316,335.65,38
mol_011317,335.65,25
mol_011318,335.65,39
mol_011319,335.65,47
mol_011320,335.65,25
mol_011321,335.65,32
mol_011322,335.65,42
mol_011323,335.65,36
mol_011324,335.65,35
mol_011325,335.65,18
mol_011326,335.65,20
mol_011327,335.65,21
mol_011328,335.65,20
mol_011329,335.65,38
mol_011330,335.65,30
mol_011331,335.65,15
mol_011332,335.65,26
mol_011333,335.65,31
mol_011334,335.65,31
mol_011335,335.65,34
mol_011336,335.65,49
mol_011337,335.65,29
mol_011338,335.65,39
mol_011339,335.65,31
mol_011340,335.65,28
mol_011341,335.65,18
mol_011342,335.65,26
mol_011343,335.65,21
mol_011344,335.65,33
mol_011345,335.65,36
mol_011346,335.65,17
mol_011347,335.65,46
mol_011348,335.65,38
mol_011349,335.65,45
mol_011350,335.6,48
mol_011351,335.4,21
mol_011352,335.4,29
mol_011353,335.4,34
mol_011354,335.35,26
mol_011355,336.25,37
mol_011356,335.55,36
mol_011357,335.25,24
mol_011358,335.4,25
mol_011359,335.4,43
mol_011360,335.4,23
mol_011361,335.15,40
mol_011362,335.15,25
mol_011363,335.15,14
mol_011364,335.15,14
mol_011365,335.15,41
mol_011366,335.15,37
mol_011367,335.15,41
mol_011368,335.15,32
mol_011369,335.15,29
mol_011370,335.15,29
mol_011371,334.9,25
mol_011372,334.9,32
mol_011373,334.9,42
mol_011374,334.9,28
mol_011375,337.1,40
mol_011376,334.75,29
mol_011377,335.5,32
mol_011378,338.65,37
mol_011379,336.15,38
mol_011380,336.15,44
mol_011381,335.65,29
mol_011382,335.65,48
mol_011383,335.65,33
mol_011384,335.15,45
mol_011385,335.15,22
mol_011386,335.15,38
mol_011387,335.15,28
mol_011388,335.15,28
mol_011389,335.15,30
mol_011390,335.15,35
mol_011391,335.15,21
mol_011392,335.15,21
mol_011393,335.15,26
mol_011394,335.15,44
mol_011395,335.15,35
mol_011396,335.15,42
mol_011397,335.15,21
mol_011398,335.15,37
mol_011399,335.15,27
mol_011400,335.15,26
mol_011401,335.15,13
mol_011402,335.15,25
mol_011403,335.15,24
mol_011404,335.15,18
mol_011405,335.15,30
mol_011406,335.15,20
mol_011407,335.15,23
mol_011408,335.15,21
mol_011409,335.15,42
mol_011410,335.15,28
mol_011411,335.15,32
mol_011412,335.15,39
mol_011413,335.15,29
mol_011414,335.15,29
mol_011415,335.15,23
mol_011416,335.15,38
mol_011417,335.15,29
mol_011418,335.15,40
mol_011419,335.15,24
mol_011420,335.15,44
mol_011421,335.15,23
mol_011422,335.15,30
mol_011423,335.15,42
mol_011424,335.15,31
mol_011425,335.15,30
mol_011426,335.15,30
mol_011427,335.15,34
mol_011428,335.15,32
mol_011429,335.15,35
mol_011430,335.15,41
mol_011431,335.15,40
mol_011432,335.15,32
mol_011433,335.15,29
mol_011434,335.15,29
mol_011435,334.9,26
mol_011436,334.9,28
mol_011437,334.9,22
mol_011438,334.65,21
mol_011439,334.65,38
mol_011440,334.65,18
mol_011441,334.65,22
mol_011442,334.65,17
mol_011443,334.65,19
mol_011444,334.65,21
mol_011445,334.65,25
mol_011446,334.65,35
mol_011447,334.65,12
mol_011448,334.65,38
mol_011449,334.65,26
mol_011450,334.65,26
mol_011451,334.65,36
mol_011452,334.65,27
mol_011453,334.65,31
mol_011454,334.65,35
mol_011455,334.65,26
mol_011456,334.65,31
mol_011457,334.65,45
mol_011458,334.65,46
mol_011459,334.65,31
mol_011460,334.65,28
mol_011461,334.65,21
mol_011462,334.65,41
mol_011463,334.65,23
mol_011464,334.65,31
mol_011465,334.65,31
mol_011466,334.65,38
mol_011467,334.65,44
mol_011468,334.65,32
mol_011469,334.65,21
mol_011470,334.65,28
mol_011471,334.65,16
mol_011472,334.65,32
mol_011473,334.65,21
mol_011474,334.65,46
mol_011475,334.65,27
mol_011476,334.65,29
mol_011477,334.65,29
mol_011478,334.65,39
mol_011479,334.65,31
mol_011480,334.65,29
mol_011481,334.65,29
mol_011482,334.65,38
mol_011483,334.65,34
mol_011484,334.65,32
mol_011485,334.65,34
mol_011486,334.65,30
mol_011487,334.65,28
mol_011488,334.65,41
mol_011489,334.65,38
mol_011490,334.65,23
mol_011491,334.65,30
mol_011492,334.65,20
mol_011493,334.65,22
mol_011494,334.65,27
mol_011495,334.65,19
mol_011496,334.65,23
mol_011497,334.65,23
mol_011498,334.65,20
mol_011499,334.65,32
mol_011500,334.65,26
mol_011501,334.65,45
mol_011502,334.65,45
mol_011503,334.65,23
mol_011504,334.65,27
mol_011505,334.65,31
mol_011506,334.65,40
mol_011507,334.65,27
mol_011508,334.65,19
mol_011509,334.65,21
mol_011510,334.65,36
mol_011511,334.65,33
mol_011512,334.65,18
mol_011513,334.65,25
mol_011514,334.65,51
mol_011515,334.65,40
mol_011516,334.65,51
mol_011517,334.55,51
mol_011518,334.45,30
mol_011519,334.4,31
mol_011520,334.4,27
mol_011521,334.4,34
mol_011522,334.35,25
mol_011523,335.35,30
mol_011524,334.75,29
mol_011525,335.15,46
mol_011526,334.65,28
mol_011527,334.4,38
mol_011528,334.4,29
mol_011529,334.4,42
mol_011530,334.2,30
mol_011531,334.15,26
mol_011532,334.15,30
mol_011533,334.15,21
mol_011534,334.15,22
mol_011535,334.15,24
mol_011536,334.0,37
mol_011537,333.9,22
mol_011538,333.9,23
mol_011539,333.95,33
mol_011540,338.65,17
mol_011541,338.15,36
mol_011542,335.65,19
mol_011543,335.65,32
mol_011544,335.65,36
mol_011545,335.65,25
mol_011546,335.65,23
mol_011547,335.65,23
mol_011548,335.65,37
mol_011549,335.65,20
mol_011550,335.65,30
mol_011551,335.65,21
mol_011552,335.15,20
mol_011553,335.15,33
mol_011554,335.15,37
mol_011555,335.15,17
mol_011556,334.9,37
mol_011557,334.65,17
mol_011558,334.65,36
mol_011559,334.65,25
mol_011560,334.65,21
mol_011561,334.65,19
mol_011562,334.65,39
mol_011563,334.65,26
mol_011564,334.65,38
mol_011565,334.65,29
mol_011566,334.65,25
mol_011567,334.65,38
mol_011568,334.65,29
mol_011569,334.65,34
mol_011570,334.65,21
mol_011571,334.65,27
mol_011572,334.4,30
mol_011573,334.4,20
mol_011574,334.4,21
mol_011575,334.15,27
mol_011576,334.15,26
mol_011577,334.15,22
mol_011578,334.15,40
mol_011579,334.15,25
mol_011580,334.15,27
mol_011581,334.15,35
mol_011582,334.15,27
mol_011583,334.15,18
mol_011584,334.15,40
mol_011585,334.15,27
mol_011586,334.15,39
mol_011587,334.15,18
mol_011588,334.15,24
mol_011589,334.15,16
mol_011590,334.15,27
mol_011591,334.15,43
mol_011592,334.15,31
mol_011593,334.15,36
mol_011594,334.15,30
mol_011595,334.15,27
mol_011596,334.15,37
mol_011597,334.15,30
mol_011598,334.15,25
mol_011599,334.15,23
mol_011600,334.15,39
mol_011601,334.15,47
mol_011602,334.15,32
mol_011603,334.15,43
mol_011604,334.15,28
mol_011605,334.15,32
mol_011606,334.15,33
mol_011607,334.15,23
mol_011608,334.15,30
mol_011609,334.15,34
mol_011610,334.15,48
mol_011611,334.15,32
mol_011612,334.15,24
mol_011613,334.15,34
mol_011614,334.15,43
mol_011615,334.15,47
mol_011616,334.15,44
mol_011617,334.15,29
mol_011618,334.15,22
mol_011619,334.15,28
mol_011620,334.15,30
mol_011621,334.15,33
mol_011622,334.15,33
mol_011623,334.15,28
mol_011624,334.15,16
mol_011625,334.15,27
mol_011626,334.15,25
mol_011627,334.15,34
mol_011628,334.15,35
mol_011629,334.15,44
mol_011630,334.15,28
mol_011631,334.15,28
mol_011632,334.15,34
mol_011633,334.15,40
mol_011634,334.15,27
mol_011635,334.15,44
mol_011636,334.15,44
mol_011637,334.15,20
mol_011638,334.15,15
mol_011639,334.15,28
mol_011640,333.9,13
mol_011641,333.9,26
mol_011642,333.9,30
mol_011643,333.9,22
mol_011644,333.9,35
mol_011645,333.9,39
mol_011646,333.65,24
mol_011647,333.65,24
mol_011648,333.65,29
mol_011649,333.65,23
mol_011650,333.65,20
mol_011651,333.65,26
mol_011652,333.65,42
mol_011653,333.65,18
mol_011654,333.65,28
mol_011655,333.65,30
mol_011656,333.65,18
mol_011657,333.65,35
mol_011658,333.65,33
mol_011659,333.65,16
mol_011660,333.65,29
mol_011661,333.65,18
mol_011662,333.65,16
mol_011663,333.65,29
mol_011664,333.65,33
mol_011665,333.65,18
mol_011666,333.65,39
mol_011667,333.65,24
mol_011668,333.65,31
mol_011669,333.65,29
mol_011670,333.65,30
mol_011671,333.65,36
mol_011672,333.65,35
mol_011673,333.65,24
mol_011674,333.65,26
mol_011675,333.65,53
mol_011676,333.65,33
mol_011677,333.65,17
mol_011678,333.65,13
mol_011679,333.65,39
mol_011680,333.65,39
mol_011681,333.65,35
mol_011682,333.65,29
mol_011683,333.65,33
mol_011684,333.65,29
mol_011685,333.65,32
mol_011686,333.65,29
mol_011687,333.65,33
mol_011688,333.65,32
mol_011689,333.65,43
mol_011690,333.65,22
mol_011691,333.65,40
mol_011692,333.65,34
mol_011693,333.65,28
mol_011694,333.65,31
mol_011695,333.65,28
mol_011696,333.65,31
mol_011697,333.65,17
mol_011698,333.65,20
mol_011699,333.65,23
mol_011700,333.65,36
mol_011701,333.65,36
mol_011702,333.65,22
mol_011703,333.65,45
mol_011704,333.65,23
mol_011705,333.65,43
mol_011706,333.65,36
mol_011707,333.65,26
mol_011708,333.65,31
mol_011709,333.65,35
mol_011710,333.65,26
mol_011711,333.65,21
mol_011712,333.65,32
mol_011713,333.65,35
mol_011714,333.65,40
mol_011715,333.65,29
mol_011716,333.65,35
mol_011717,333.65,21
mol_011718,333.65,21
mol_011719,333.4,20
mol_011720,333.4,28
mol_011721,279.9,25
mol_011722,333.35,30
mol_011723,333.4,28
mol_011724,333.4,52
mol_011725,333.4,42
mol_011726,333.4,41
mol_011727,333.4,39
mol_011728,333.15,31
mol_011729,333.15,57
mol_011730,333.15,38
mol_011731,332.9,27
mol_011732,332.9,35
mol_011733,332.9,32
mol_011734,332.9,30
mol_011735,333.25,46
mol_011736,332.9,38
mol_011737,334.4,34
mol_011738,333.1,38
mol_011739,332.8,42
mol_011740,334.65,35
mol_011741,334.65,36
mol_011742,334.65,20
mol_011743,334.15,52
mol_011744,334.15,21
mol_011745,333.65,18
mol_011746,333.65,17
mol_011747,333.65,31
mol_011748,333.65,31
mol_011749,333.65,46
mol_011750,333.65,41
mol_011751,333.65,36
mol_011752,333.65,32
mol_011753,333.65,31
mol_011754,333.65,41
mol_011755,333.15,44
mol_011756,333.15,28
mol_011757,333.15,26
mol_011758,333.15,18
mol_011759,333.15,33
mol_011760,333.15,27
mol_011761,333.15,22
mol_011762,333.15,26
mol_011763,333.15,25
mol_011764,333.15,22
mol_011765,333.15,22
mol_011766,333.15,35
mol_011767,333.15,35
mol_011768,333.15,32
mol_011769,333.15,27
mol_011770,333.15,30
mol_011771,333.15,27
mol_011772,333.15,38
mol_011773,333.15,43
mol_011774,333.15,28
mol_011775,333.15,26
mol_011776,333.15,21
mol_011777,333.15,30
mol_011778,333.15,20
mol_011779,333.15,24
mol_011780,333.15,39
mol_011781,333.15,37
mol_011782,333.15,41
mol_011783,333.15,49
mol_011784,333.15,26
mol_011785,333.15,49
mol_011786,333.15,31
mol_011787,333.15,41
mol_011788,333.15,45
mol_011789,333.15,39
mol_011790,333.15,25
mol_011791,333.15,27
mol_011792,333.15,37
mol_011793,333.15,22
mol_011794,333.15,29
mol_011795,333.15,28
mol_011796,333.15,39
mol_011797,333.15,37
mol_011798,333.15,32
mol_011799,333.15,30
mol_011800,333.15,35
mol_011801,333.15,46
mol_011802,333.15,24
mol_011803,333.15,26
mol_011804,333.15,38
mol_011805,332.9,26
mol_011806,332.9,30
mol_011807,332.65,24
mol_011808,332.65,25
mol_011809,332.65,32
mol_011810,332.65,39
mol_011811,332.65,31
mol_011812,332.65,21
mol_011813,332.65,28
mol_011814,332.65,37
mol_011815,332.65,32
mol_011816,332.65,22
mol_011817,332.65,38
mol_011818,332.65,16
mol_011819,332.65,23
mol_011820,332.65,27
mol_011821,332.65,28
mol_011822,332.65,18
mol_011823,332.65,37
mol_011824,332.65,35
mol_011825,332.65,23
mol_011826,332.65,35
mol_011827,332.65,28
mol_011828,332.65,21
mol_011829,332.65,21
mol_011830,332.65,25
mol_011831,332.65,32
mol_011832,332.65,26
mol_011833,332.65,26
mol_011834,332.65,34
mol_011835,332.65,23
mol_011836,332.65,23
mol_011837,332.65,30
mol_011838,332.65,14
mol_011839,332.65,19
mol_011840,332.65,18
mol_011841,332.65,16
mol_011842,332.65,40
mol_011843,332.65,35
mol_011844,332.65,27
mol_011845,332.65,31
mol_011846,332.65,23
mol_011847,332.65,25
mol_011848,332.65,22
mol_011849,332.65,31
mol_011850,332.65,34
mol_011851,332.65,28
mol_011852,332.65,34
mol_011853,332.65,45
mol_011854,332.65,31
mol_011855,332.65,33
mol_011856,332.65,28
mol_011857,332.65,46
mol_011858,332.65,35
mol_011859,332.65,32
mol_011860,332.65,36
mol_011861,332.65,38
mol_011862,332.65,21
mol_011863,332.65,27
mol_011864,332.65,25
mol_011865,332.65,34
mol_011866,332.65,40
mol_011867,332.65,26
mol_011868,332.65,28
mol_011869,332.65,25
mol_011870,332.65,19
mol_011871,332.65,32
mol_011872,332.65,28
mol_011873,332.65,26
mol_011874,332.65,27
mol_011875,332.65,25
mol_011876,332.65,34
mol_011877,332.65,24
mol_011878,332.65,36
mol_011879,332.65,31
mol_011880,332.65,25
mol_011881,332.65,33
mol_011882,332.65,37
mol_011883,332.4,45
mol_011884,332.4,25
mol_011885,332.4,22
mol_011886,332.4,29
mol_011887,332.4,37
mol_011888,333.35,29
mol_011889,332.7,28
mol_011890,332.25,31
mol_011891,332.25,32
mol_011892,332.4,21
mol_011893,332.4,18
mol_011894,332.15,24
mol_011895,332.15,29
mol_011896,332.15,25
mol_011897,332.15,21
mol_011898,332.15,27
mol_011899,331.9,22
mol_011900,331.9,37
mol_011901,331.9,26
mol_011902,331.9,30
mol_011903,331.9,35
mol_011904,331.9,26
mol_011905,331.9,28
mol_011906,331.9,28
mol_011907,331.9,29
mol_011908,332.55,23
mol_011909,331.75,39
mol_011910,334.65,29
mol_011911,334.15,41
mol_011912,333.65,20
mol_011913,333.65,26
mol_011914,333.15,25
mol_011915,333.15,20
mol_011916,333.15,23
mol_011917,333.15,21
mol_011918,333.15,30
mol_011919,333.15,37
mol_011920,332.65,29
mol_011921,332.65,37
mol_011922,332.65,25
mol_011923,332.65,23
mol_011924,332.65,36
mol_011925,332.65,44
mol_011926,332.65,35
mol_011927,332.65,30
mol_011928,332.4,27
mol_011929,332.15,37
mol_011930,332.15,23
mol_011931,332.15,29
mol_011932,332.15,28
mol_011933,332.15,19
mol_011934,332.15,20
mol_011935,332.15,33
mol_011936,332.15,27
mol_011937,332.15,29
mol_011938,332.15,39
mol_011939,332.15,35
mol_011940,332.15,22
mol_011941,332.15,37
mol_011942,332.15,16
mol_011943,332.15,27
mol_011944,332.15,14
mol_011945,332.15,25
mol_011946,332.15,32
mol_011947,332.15,34
mol_011948,332.15,46
mol_011949,332.15,42
mol_011950,332.15,30
mol_011951,332.15,27
mol_011952,332.15,30
mol_011953,332.15,34
mol_011954,332.15,34
mol_011955,332.15,46
mol_011956,332.15,16
mol_011957,332.15,26
mol_011958,332.15,24
mol_011959,332.15,26
mol_011960,332.15,18
mol_011961,332.15,33
mol_011962,332.15,29
mol_011963,332.15,36
mol_011964,332.15,40
mol_011965,332.15,46
mol_011966,332.15,43
mol_011967,332.15,47
mol_011968,332.15,26
mol_011969,332.15,37
mol_011970,332.15,48
mol_011971,332.15,30
mol_011972,332.15,38
mol_011973,332.15,27
mol_011974,332.15,37
mol_011975,332.15,40
mol_011976,332.15,32
mol_011977,332.15,30
mol_011978,332.15,31
mol_011979,332.15,27
mol_011980,332.15,25
mol_011981,332.15,28
mol_011982,332.15,25
mol_011983,332.15,26
mol_011984,332.15,33
mol_011985,332.15,32
mol_011986,332.15,22
mol_011987,332.15,25
mol_011988,332.15,20
mol_011989,332.15,43
mol_011990,332.15,36
mol_011991,332.15,44
mol_011992,332.15,45
mol_011993,332.15,31
mol_011994,332.15,35
mol_011995,332.15,26
mol_011996,332.15,24
mol_011997,332.15,34
mol_011998,332.15,25
mol_011999,332.15,26
mol_012000,332.15,16
mol_012001,332.15,18
mol_012002,332.15,30
mol_012003,332.15,42
mol_012004,331.9,17
mol_012005,331.9,26
mol_012006,331.65,32
mol_012007,331.65,15
mol_012008,331.65,26
mol_012009,331.65,41
mol_012010,331.65,16
mol_012011,331.65,19
mol_012012,331.65,32
mol_012013,331.65,12
mol_012014,331.65,53
mol_012015,331.65,27
mol_012016,331.65,23
mol_012017,331.65,23
mol_012018,331.65,29
mol_012019,331.65,36
mol_012020,331.65,22
mol_012021,331.65,30
mol_012022,331.65,21
mol_012023,331.65,24
mol_012024,331.65,24
mol_012025,331.65,27
mol_012026,331.65,25
mol_012027,331.65,35
mol_012028,331.65,31
mol_012029,331.65,27
mol_012030,331.65,31
mol_012031,331.65,25
mol_012032,331.65,28
mol_012033,331.65,24
mol_012034,331.65,23
mol_012035,331.65,25
mol_012036,331.65,25
mol_012037,331.65,29
mol_012038,331.65,28
mol_012039,331.65,38
mol_012040,331.65,30
mol_012041,331.65,33
mol_012042,331.65,25
mol_012043,331.65,30
mol_012044,331.65,29
mol_012045,331.65,45
mol_012046,331.65,24
mol_012047,331.65,23
mol_012048,331.65,32
mol_012049,331.65,37
mol_012050,331.65,41
mol_012051,331.65,30
mol_012052,331.65,28
mol_012053,331.65,28
mol_012054,331.65,19
mol_012055,331.65,31
mol_012056,331.65,22
mol_012057,331.65,32
mol_012058,331.65,20
mol_012059,331.65,17
mol_012060,331.65,26
mol_012061,331.65,33
mol_012062,331.65,25
mol_012063,331.65,41
mol_012064,331.65,35
mol_012065,331.65,33
mol_012066,331.65,28
mol_012067,331.65,26
mol_012068,331.65,29
mol_012069,331.65,36
mol_012070,331.65,31
mol_012071,331.65,24
mol_012072,331.65,20
mol_012073,331.65,32
mol_012074,331.65,28
mol_012075,331.65,21
mol_012076,331.65,17
mol_012077,331.45,25
mol_012078,331.4,29
mol_012079,331.4,18
mol_012080,331.4,23
mol_012081,331.4,29
mol_012082,331.4,29
mol_012083,331.4,42
mol_012084,331.4,31
mol_012085,331.4,28
mol_012086,331.75,34
mol_012087,331.5,26
mol_012088,331.65,52
mol_012089,331.6,30
mol_012090,331.55,42
mol_012091,331.15,29
mol_012092,331.15,14
mol_012093,331.15,32
mol_012094,331.15,29
mol_012095,330.9,42
mol_012096,330.9,24
mol_012097,330.9,26
mol_012098,330.9,32
mol_012099,330.65,19
mol_012100,331.1,28
mol_012101,330.95,48
mol_012102,330.95,32
mol_012103,337.15,20
mol_012104,335.65,25
mol_012105,335.15,37
mol_012106,334.15,24
mol_012107,333.15,38
mol_012108,332.15,18
mol_012109,332.15,38
mol_012110,331.65,16
mol_012111,331.65,20
mol_012112,331.65,38
mol_012113,331.65,32
mol_012114,331.65,22
mol_012115,331.65,24
mol_012116,331.65,28
mol_012117,331.65,29
mol_012118,331.65,34
mol_012119,331.65,42
mol_012120,331.65,34
mol_012121,331.65,37
mol_012122,331.65,44
mol_012123,331.65,30
mol_012124,331.65,31
mol_012125,331.65,29
mol_012126,331.15,27
mol_012127,331.15,25
mol_012128,331.15,37
mol_012129,331.15,22
mol_012130,331.15,21
mol_012131,331.15,38
mol_012132,331.15,19
mol_012133,331.15,35
mol_012134,331.15,26
mol_012135,331.15,16
mol_012136,331.15,25
mol_012137,331.15,22
mol_012138,331.15,33
mol_012139,331.15,30
mol_012140,331.15,32
mol_012141,331.15,28
mol_012142,331.15,29
mol_012143,331.15,26
mol_012144,331.15,34
mol_012145,331.15,20
mol_012146,331.15,37
mol_012147,331.15,41
mol_012148,331.15,23
mol_012149,331.15,41
mol_012150,331.15,24
mol_012151,331.15,22
mol_012152,331.15,23
mol_012153,331.15,21
mol_012154,331.15,31
mol_012155,331.15,39
mol_012156,331.15,44
mol_012157,331.15,27
mol_012158,331.15,32
mol_012159,331.15,40
mol_012160,331.15,36
mol_012161,331.15,32
mol_012162,331.15,32
mol_012163,331.15,39
mol_012164,331.15,36
mol_012165,331.15,31
mol_012166,331.15,34
mol_012167,331.15,37
mol_012168,331.15,32
mol_012169,331.15,29
mol_012170,331.15,47
mol_012171,331.15,36
mol_012172,331.15,28
mol_012173,331.15,26
mol_012174,331.15,48
mol_012175,331.15,21
mol_012176,331.15,33
mol_012177,331.15,31
mol_012178,331.15,31
mol_012179,331.15,31
mol_012180,331.15,39
mol_012181,331.15,47
mol_012182,331.15,22
mol_012183,330.9,25
mol_012184,330.65,23
mol_012185,330.65,12
mol_012186,330.65,30
mol_012187,330.65,24
mol_012188,330.65,18
mol_012189,330.65,38
mol_012190,330.65,38
mol_012191,330.65,28
mol_012192,330.65,29
mol_012193,330.65,32
mol_012194,330.65,51
mol_012195,330.65,33
mol_012196,330.65,30
mol_012197,330.65,34
mol_012198,330.65,34
mol_012199,330.65,30
mol_012200,330.65,31
mol_012201,330.65,26
mol_012202,330.65,23
mol_012203,330.65,12
mol_012204,330.65,17
mol_012205,330.65,16
mol_012206,330.65,18
mol_012207,330.65,27
mol_012208,330.65,27
mol_012209,330.65,37
mol_012210,330.65,29
mol_012211,330.65,31
mol_012212,330.65,29
mol_012213,330.65,37
mol_012214,330.65,31
